timestamp,stock,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,bid_size_1,bid_size_2,bid_size_3,bid_size_4,bid_size_5,ask_size_1,ask_size_2,ask_size_3,ask_size_4,ask_size_5,volume,price_change,OFI_1,OFI_2,OFI_3,OFI_4,OFI_5
2025-01-01 09:37:14,AAPL,184.44,123.92,141.52,161.51,148.12,184.47,123.94,141.55,161.54,148.16,63,96,18,17,98,39,71,54,99,94,175,0.89,39.0,-2.0,-23.0,-7.0,51.0
2025-01-01 09:37:15,AAPL,133.59,156.07,109.51,120.05,141.35,133.61,156.12,109.53,120.08,141.38,62,64,17,78,62,35,13,35,43,2,722,0.68,4.0,-32.0,19.0,56.0,92.0
2025-01-01 09:37:16,AAPL,122.85,186.64,103.33,191.28,111.84,122.89,186.66,103.37,191.31,111.86,55,77,95,80,56,44,57,6,92,32,463,-0.61,-9.0,13.0,29.0,2.0,-30.0
2025-01-01 09:37:17,AAPL,134.58,135.78,100.85,183.92,103.2,134.63000000000002,135.83,100.88,183.95,103.24,52,22,4,6,38,26,11,90,17,88,191,0.13,-3.0,46.0,-84.0,75.0,-56.0
2025-01-01 09:37:18,AAPL,149.42,173.19,138.38,194.5,148.18,149.45,173.23,138.4,194.51,148.22,35,28,9,76,15,21,52,35,97,51,438,-0.46,-17.0,6.0,5.0,70.0,-23.0
2025-01-01 09:37:19,AAPL,180.31,104.41,199.21,113.04,179.61,180.34,104.44,199.26,113.07,179.64,1,7,1,49,96,73,29,26,87,45,334,0.29,-34.0,23.0,-8.0,10.0,81.0
2025-01-01 09:37:20,AAPL,110.81,143.62,197.2,103.76,131.6,110.83,143.66,197.21,103.8,131.61,84,14,69,87,79,6,33,55,19,77,128,1.0,67.0,7.0,-29.0,68.0,-32.0
2025-01-01 09:37:21,AAPL,188.88,104.83,156.33,164.78,120.95,188.9,104.88,156.38000000000002,164.83,120.99,19,29,2,36,19,7,26,79,38,3,969,0.06,-65.0,7.0,-24.0,-51.0,74.0
2025-01-01 09:37:22,AAPL,166.93,183.16,115.03,103.86,187.89,166.95000000000002,183.18,115.06,103.89,187.9,93,30,29,26,83,26,37,91,94,53,769,-0.96,-19.0,1.0,-12.0,-56.0,64.0
2025-01-01 09:37:23,AAPL,103.59,191.49,135.2,141.08,101.84,103.61,191.53,135.23,141.12,101.87,32,84,64,10,13,63,93,35,61,54,363,0.68,-37.0,54.0,35.0,-16.0,-1.0
2025-01-01 09:37:24,AAPL,165.48,122.84,127.4,131.48,111.68,165.5,122.86,127.43,131.53,111.69,30,82,11,93,17,26,23,56,52,48,375,-0.49,-2.0,70.0,-21.0,9.0,4.0
2025-01-01 09:37:25,AAPL,169.35,103.97,183.94,144.82,163.67,169.37,104.01,183.98,144.85,163.7,10,21,74,23,3,32,20,74,29,52,982,-0.19,-20.0,3.0,63.0,-70.0,-14.0
2025-01-01 09:37:26,AAPL,182.62,122.76,152.44,180.61,135.35,182.66,122.78,152.45,180.65,135.36,82,88,10,27,12,7,17,65,64,26,882,-0.8,72.0,67.0,9.0,4.0,26.0
2025-01-01 09:37:27,AAPL,174.41,180.58,127.14,147.16,171.1,174.44,180.59,127.18,147.21,171.14,92,1,51,70,8,68,5,89,86,92,906,0.26,-61.0,-87.0,-24.0,-22.0,-4.0
2025-01-01 09:37:28,AAPL,125.71,194.87,116.98,196.57,101.49,125.74,194.89,117.01,196.6,101.52,34,33,26,66,63,87,41,86,58,98,991,0.17,-19.0,32.0,3.0,-4.0,-6.0
2025-01-01 09:37:29,AAPL,136.97,148.61,131.38,114.18,121.38,136.98,148.65,131.42,114.23,121.42,74,80,68,22,77,80,93,6,26,75,443,0.81,40.0,-52.0,42.0,32.0,14.0
2025-01-01 09:37:30,AAPL,108.3,119.11,144.08,158.48,181.62,108.35,119.14,144.09,158.51999999999998,181.65,57,66,90,50,14,16,54,43,42,81,721,-0.18,64.0,39.0,22.0,28.0,-63.0
2025-01-01 09:37:31,AAPL,128.05,173.11,124.22,117.17,152.98,128.07000000000002,173.15,124.23,117.21,153.0,96,30,45,90,61,51,98,9,76,2,585,0.94,39.0,-36.0,34.0,-34.0,79.0
2025-01-01 09:37:32,AAPL,137.36,168.15,106.35,139.62,196.38,137.39,168.17000000000002,106.36,139.66,196.42,6,62,5,70,63,56,59,63,89,59,918,0.34,-90.0,39.0,-54.0,-20.0,2.0
2025-01-01 09:37:33,AAPL,119.68,189.57,110.56,170.65,149.95,119.72,189.59,110.6,170.68,149.98,89,95,41,81,47,94,54,55,95,19,417,-0.13,-38.0,33.0,36.0,11.0,40.0
2025-01-01 09:37:34,AAPL,119.48,181.6,180.26,148.64,129.85,119.52,181.62,180.28,148.67999999999998,129.86,25,47,55,64,83,93,10,56,12,33,731,-0.52,1.0,44.0,14.0,83.0,-14.0
2025-01-01 09:37:35,AAPL,193.61,152.02,136.48,187.34,139.5,193.63,152.04000000000002,136.51,187.36,139.54,29,32,88,80,11,96,6,35,33,18,264,-0.25,4.0,4.0,21.0,16.0,-72.0
2025-01-01 09:37:36,AAPL,166.41,125.51,112.7,105.85,130.54,166.43,125.53,112.74,105.86,130.57,17,48,84,26,83,12,21,42,61,58,608,-0.61,84.0,-15.0,-7.0,-28.0,-40.0
2025-01-01 09:37:37,AAPL,109.76,189.78,134.99,155.13,135.95,109.78,189.81,135.02,155.15,135.98,93,96,32,53,59,69,62,4,86,18,326,0.42,-57.0,48.0,-52.0,27.0,-24.0
2025-01-01 09:37:38,AAPL,167.73,102.44,141.17,133.3,166.94,167.75,102.47,141.22,133.34,166.99,94,18,36,33,64,26,48,40,17,40,746,0.23,1.0,14.0,4.0,69.0,5.0
2025-01-01 09:37:39,AAPL,179.35,108.56,118.35,175.84,102.2,179.39,108.57,118.39,175.86,102.23,71,54,78,75,71,29,74,93,73,48,429,0.02,-23.0,36.0,-53.0,42.0,-8.0
2025-01-01 09:37:40,AAPL,142.24,139.81,102.64,133.56,197.6,142.28,139.83,102.67,133.6,197.63,42,13,12,85,74,20,50,36,92,88,168,0.04,9.0,-41.0,57.0,-19.0,3.0
2025-01-01 09:37:41,AAPL,183.64,183.02,195.61,169.83,120.78,183.65,183.05,195.64,169.85000000000002,120.79,1,44,22,38,19,80,31,67,87,42,478,-0.46,-41.0,31.0,10.0,-47.0,46.0
2025-01-01 09:37:42,AAPL,102.92,160.51,139.57,129.87,186.69,102.96,160.54999999999998,139.6,129.89,186.73,72,9,37,94,83,53,80,24,21,40,458,-0.78,27.0,-49.0,43.0,66.0,64.0
2025-01-01 09:37:43,AAPL,117.71,142.87,112.67,156.63,139.84,117.73,142.89,112.69,156.66,139.87,48,44,45,91,80,90,33,31,47,6,207,0.74,-24.0,47.0,-7.0,-3.0,34.0
2025-01-01 09:37:44,AAPL,109.81,143.63,196.23,183.41,148.97,109.85,143.67,196.25,183.46,149.0,59,89,64,24,89,16,52,80,6,37,312,0.41,74.0,45.0,19.0,-67.0,9.0
2025-01-01 09:37:45,AAPL,165.08,196.79,186.3,144.88,106.29,165.11,196.83,186.33,144.91,106.32,98,42,11,27,24,99,39,72,18,77,144,0.17,39.0,-47.0,8.0,-12.0,-40.0
2025-01-01 09:37:46,AAPL,106.67,182.97,156.24,167.08,170.31,106.69,183.0,156.29000000000002,167.12,170.36,83,9,36,40,93,24,48,63,69,53,537,0.86,75.0,-9.0,9.0,13.0,69.0
2025-01-01 09:37:47,AAPL,158.33,153.84,145.45,120.93,100.37,158.35000000000002,153.87,145.48,120.96,100.42,47,35,87,91,60,90,52,8,80,41,230,-0.24,-36.0,-4.0,55.0,-11.0,12.0
2025-01-01 09:37:48,AAPL,147.32,163.04,190.79,141.91,178.33,147.34,163.07999999999998,190.8,141.95,178.34,54,11,53,8,25,40,32,88,28,78,486,-0.33,50.0,-24.0,-34.0,-83.0,-35.0
2025-01-01 09:37:49,AAPL,172.77,166.93,107.18,174.73,105.3,172.8,166.95000000000002,107.21,174.75,105.35,48,14,65,80,82,7,79,88,49,55,240,0.89,-6.0,3.0,0.0,72.0,23.0
2025-01-01 09:37:50,AAPL,114.16,164.28,138.2,195.68,133.0,114.21,164.33,138.22,195.72,133.05,94,53,27,47,80,6,55,97,44,18,883,-0.11,1.0,24.0,-38.0,-33.0,-2.0
2025-01-01 09:37:51,AAPL,117.11,187.33,170.49,108.52,165.01,117.15,187.38,170.5,108.54,165.06,15,36,13,91,44,71,72,78,76,36,471,0.6,-79.0,-17.0,-14.0,-32.0,-36.0
2025-01-01 09:37:52,AAPL,189.86,194.11,186.75,128.76,133.31,189.89,194.13,186.76,128.79999999999998,133.34,95,54,80,74,93,59,6,29,17,60,505,0.94,80.0,18.0,67.0,-17.0,-24.0
2025-01-01 09:37:53,AAPL,192.29,188.41,145.21,185.72,104.84,192.31,188.44,145.24,185.74,104.86,77,51,76,62,85,37,6,71,26,8,615,-0.22,-18.0,-0.0,-42.0,-12.0,52.0
2025-01-01 09:37:54,AAPL,162.19,196.86,109.49,139.0,140.66,162.22,196.88,109.51,139.02,140.71,34,76,97,24,20,69,30,88,7,36,649,0.63,-32.0,25.0,-17.0,19.0,-65.0
2025-01-01 09:37:55,AAPL,180.26,184.57,111.55,196.94,195.96,180.28,184.58,111.57,196.99,195.99,63,68,27,87,93,53,52,63,73,53,668,0.76,29.0,-22.0,-70.0,63.0,73.0
2025-01-01 09:37:56,AAPL,148.53,154.2,191.9,189.99,144.82,148.55,154.23,191.93,190.01,144.84,67,21,70,43,82,69,9,84,28,26,693,0.54,-16.0,43.0,43.0,45.0,27.0
2025-01-01 09:37:57,AAPL,188.5,122.15,146.35,147.03,187.36,188.54,122.18,146.39,147.07,187.37,4,88,31,45,59,45,75,37,65,9,500,0.04,-63.0,-66.0,47.0,-37.0,-23.0
2025-01-01 09:37:58,AAPL,165.54,141.84,171.42,186.12,115.47,165.57,141.87,171.45999999999998,186.14,115.51,20,47,87,53,53,1,2,58,19,62,561,0.9,44.0,-41.0,56.0,8.0,-53.0
2025-01-01 09:37:59,AAPL,195.83,109.77,101.5,116.11,199.6,195.85,109.8,101.54,116.12,199.63,93,89,60,26,72,19,22,93,33,38,227,0.96,73.0,-20.0,-35.0,-14.0,19.0
2025-01-01 09:38:00,AAPL,181.0,155.57,194.7,150.49,188.71,181.02,155.6,194.73,150.52,188.74,98,37,48,71,1,60,12,21,11,44,982,0.92,-41.0,-52.0,-12.0,45.0,-6.0
2025-01-01 09:38:01,AAPL,149.95,111.21,144.08,147.9,189.7,149.98,111.26,144.11,147.95000000000002,189.71,53,8,78,10,67,38,29,15,87,23,309,0.62,22.0,-17.0,6.0,-76.0,66.0
2025-01-01 09:38:02,AAPL,194.72,113.59,149.76,121.42,106.01,194.74,113.61,149.79999999999998,121.45,106.03,20,13,77,43,11,48,15,17,54,50,127,-0.17,-33.0,5.0,-1.0,33.0,-27.0
2025-01-01 09:38:03,AAPL,164.85,130.94,160.62,152.38,102.45,164.89,130.95,160.64,152.39,102.48,71,72,84,76,99,81,92,10,86,57,580,-0.47,-33.0,59.0,7.0,33.0,-7.0
2025-01-01 09:38:04,AAPL,150.44,174.4,150.32,106.78,172.36,150.48,174.42000000000002,150.36,106.81,172.41000000000005,72,33,44,92,37,89,36,81,88,21,997,-0.56,-8.0,-39.0,-71.0,-2.0,-62.0
2025-01-01 09:38:05,AAPL,138.85,186.57,172.44,140.38,121.47,138.87,186.59,172.46,140.42,121.49,64,20,72,73,71,78,28,2,43,8,112,0.18,11.0,-13.0,28.0,-19.0,13.0
2025-01-01 09:38:06,AAPL,159.94,141.88,143.18,105.39,151.65,159.97,141.9,143.19,105.4,151.66,2,44,64,81,78,28,91,54,74,67,519,-0.23,-62.0,-63.0,-52.0,-31.0,7.0
2025-01-01 09:38:07,AAPL,173.96,141.76,173.67,111.36,180.6,173.98000000000002,141.78,173.7,111.37,180.61,85,46,9,17,47,85,95,59,54,86,623,0.07,83.0,-4.0,-55.0,-64.0,-31.0
2025-01-01 09:38:08,AAPL,170.48,133.92,111.11,127.86,177.16,170.5,133.95999999999998,111.13,127.88,177.19,47,8,23,35,95,53,99,96,58,5,627,-0.88,32.0,-4.0,-37.0,18.0,81.0
2025-01-01 09:38:09,AAPL,114.07,171.66,143.73,140.35,113.7,114.1,171.68,143.76,140.39,113.72,50,72,88,20,14,5,41,40,34,80,912,0.21,48.0,64.0,65.0,-15.0,-75.0
2025-01-01 09:38:10,AAPL,108.71,103.65,162.03,129.43,108.64,108.75,103.67,162.06,129.45000000000002,108.68,70,88,87,54,38,74,80,75,32,45,928,-0.22,-69.0,-39.0,-1.0,2.0,35.0
2025-01-01 09:38:11,AAPL,126.21,134.3,141.07,172.04,151.15,126.26,134.31,141.1,172.07,151.20000000000002,49,41,13,34,94,25,66,18,5,19,781,0.31,-21.0,-47.0,57.0,-20.0,56.0
2025-01-01 09:38:12,AAPL,143.9,104.49,192.01,147.03,102.9,143.94,104.52,192.02,147.05,102.91,92,46,94,71,26,46,46,75,14,85,930,-0.6,43.0,20.0,81.0,-9.0,-66.0
2025-01-01 09:38:13,AAPL,145.2,169.18,163.74,171.64,122.43,145.20999999999998,169.23000000000002,163.77,171.66,122.47,47,95,95,13,78,89,33,97,62,79,115,-0.29,-45.0,49.0,-22.0,-58.0,52.0
2025-01-01 09:38:14,AAPL,100.73,106.09,142.88,139.93,118.47,100.76,106.11,142.92,139.95000000000002,118.5,63,72,78,33,87,21,55,76,57,2,752,-0.32,68.0,-22.0,21.0,5.0,77.0
2025-01-01 09:38:15,AAPL,102.05,136.36,153.15,187.19,168.74,102.06,136.38000000000002,153.18,187.21,168.75,6,95,81,89,61,96,12,13,19,44,851,0.72,-57.0,23.0,3.0,56.0,-26.0
2025-01-01 09:38:16,AAPL,183.92,165.3,150.23,172.15,100.59,183.95,165.34,150.25,172.16,100.62,98,6,63,38,50,52,40,8,61,8,715,-0.27,92.0,-89.0,5.0,-42.0,36.0
2025-01-01 09:38:17,AAPL,175.58,196.44,111.45,131.44,181.01,175.60000000000002,196.46,111.49,131.49,181.04,97,80,62,93,87,24,98,7,38,37,608,-0.35,28.0,74.0,1.0,23.0,37.0
2025-01-01 09:38:18,AAPL,164.49,185.15,160.92,185.32,126.46,164.52,185.18,160.92999999999998,185.35,126.5,85,9,38,22,87,49,68,93,15,65,921,-0.84,-25.0,30.0,-24.0,-71.0,-28.0
2025-01-01 09:38:19,AAPL,142.96,155.43,132.87,172.04,164.38,142.98000000000002,155.47,132.91,172.07999999999998,164.41,12,95,78,51,44,96,50,17,35,1,790,0.36,-47.0,18.0,76.0,-20.0,-43.0
2025-01-01 09:38:20,AAPL,155.87,162.49,109.66,195.18,179.08,155.89,162.52,109.67,195.19,179.10000000000002,79,34,70,17,20,73,59,69,87,33,713,0.86,67.0,-61.0,-52.0,-34.0,-24.0
2025-01-01 09:38:21,AAPL,145.83,165.94,191.45,109.01,177.05,145.86,165.97,191.47,109.05,177.09,92,87,68,84,83,42,91,57,98,68,859,-0.77,31.0,53.0,-2.0,-11.0,-35.0
2025-01-01 09:38:22,AAPL,199.7,142.56,134.82,171.02,136.39,199.74,142.59,134.86,171.03,136.42999999999998,13,12,10,65,96,30,8,21,22,18,805,-0.17,-79.0,83.0,36.0,-19.0,50.0
2025-01-01 09:38:23,AAPL,166.38,148.98,151.74,143.24,199.17,166.43,149.0,151.75,143.28,199.22,15,81,18,96,23,62,46,87,99,39,152,0.62,-32.0,69.0,8.0,-77.0,-73.0
2025-01-01 09:38:24,AAPL,174.18,173.7,117.8,182.47,127.61,174.23000000000002,173.72,117.84,182.49,127.64,43,86,64,24,71,34,48,12,23,79,354,0.87,28.0,5.0,75.0,-72.0,-40.0
2025-01-01 09:38:25,AAPL,170.55,174.59,179.47,174.77,144.11,170.59,174.63,179.51,174.81,144.12,24,18,21,54,10,24,85,89,60,57,350,0.63,10.0,-68.0,-43.0,-37.0,-61.0
2025-01-01 09:38:26,AAPL,151.97,177.16,152.27,115.81,112.47,151.99,177.18,152.32000000000002,115.85,112.5,60,50,93,12,47,67,65,27,48,88,161,-0.2,-43.0,32.0,62.0,12.0,-31.0
2025-01-01 09:38:27,AAPL,164.39,155.06,125.06,139.77,142.81,164.44,155.11,125.11,139.81,142.84,90,55,20,81,17,68,5,60,23,46,407,-0.5,30.0,60.0,-33.0,69.0,-30.0
2025-01-01 09:38:28,AAPL,158.67,179.59,147.51,179.33,135.99,158.72,179.62,147.54,179.34,136.01000000000002,3,95,62,2,66,42,34,42,20,97,167,-0.66,26.0,40.0,42.0,-79.0,-51.0
2025-01-01 09:38:29,AAPL,112.61,193.26,160.5,165.95,140.18,112.66,193.3,160.54,165.97,140.23000000000002,93,42,81,72,65,53,7,5,24,28,161,-0.85,-11.0,-53.0,19.0,-4.0,-1.0
2025-01-01 09:38:30,AAPL,127.39,119.99,123.19,179.79,156.31,127.4,120.02,123.22,179.79999999999998,156.35,34,9,62,13,69,41,77,1,89,47,871,-0.97,-59.0,-70.0,4.0,-59.0,4.0
2025-01-01 09:38:31,AAPL,193.39,180.98,183.72,109.33,173.88,193.44,181.02,183.75,109.38,173.91,14,78,3,67,86,19,99,76,54,69,621,0.88,-20.0,69.0,-59.0,35.0,17.0
2025-01-01 09:38:32,AAPL,106.43,140.24,102.35,132.94,153.69,106.48,140.28,102.37,132.95,153.72,33,77,56,36,54,19,43,12,11,70,355,-0.23,0.0,56.0,64.0,-31.0,-1.0
2025-01-01 09:38:33,AAPL,173.68,147.59,112.26,192.79,145.41,173.72,147.61,112.27,192.8,145.44,21,13,86,35,47,86,28,21,18,31,736,-0.1,-12.0,-64.0,30.0,-1.0,39.0
2025-01-01 09:38:34,AAPL,119.94,130.77,104.23,163.35,124.85,119.96,130.81,104.25,163.37,124.87,89,87,93,15,59,3,10,79,80,17,227,0.57,83.0,18.0,-58.0,-62.0,14.0
2025-01-01 09:38:35,AAPL,156.66,195.73,131.82,121.96,167.75,156.7,195.75,131.82999999999998,122.0,167.8,48,17,36,70,80,93,38,62,48,10,332,0.46,-41.0,-70.0,-57.0,32.0,21.0
2025-01-01 09:38:36,AAPL,161.09,182.03,140.41,122.15,151.2,161.12,182.06,140.44,122.2,151.25,70,67,48,76,33,36,33,31,21,27,683,-0.87,22.0,5.0,12.0,6.0,-17.0
2025-01-01 09:38:37,AAPL,117.95,176.56,149.35,188.07,139.72,117.97,176.58,149.39,188.1,139.77,24,53,56,63,81,8,59,45,27,52,757,0.23,28.0,-26.0,8.0,-13.0,-25.0
2025-01-01 09:38:38,AAPL,149.89,198.92,146.24,107.43,197.74,149.92999999999998,198.94,146.29000000000002,107.45,197.77,33,43,91,29,57,5,93,96,60,70,997,0.39,9.0,-10.0,-51.0,-33.0,-24.0
2025-01-01 09:38:39,AAPL,134.39,169.39,188.42,147.21,138.29,134.41,169.42,188.47,147.23000000000002,138.32,51,75,90,55,1,90,28,53,58,73,798,-0.67,-85.0,65.0,-1.0,26.0,-3.0
2025-01-01 09:38:40,AAPL,185.43,168.68,152.01,183.03,141.92,185.45,168.70000000000002,152.04,183.06,141.95999999999998,32,96,92,48,39,40,42,77,76,8,381,0.13,-19.0,-14.0,-24.0,-7.0,38.0
2025-01-01 09:38:41,AAPL,165.39,192.26,105.67,102.95,117.83,165.44,192.3,105.7,102.96,117.88,80,67,10,71,85,53,95,87,57,91,347,-0.24,-13.0,-29.0,-10.0,19.0,-83.0
2025-01-01 09:38:42,AAPL,100.81,100.93,146.06,148.83,102.26,100.85,100.95,146.09,148.85000000000002,102.28,86,94,21,53,87,76,89,54,57,20,980,-0.88,-23.0,6.0,11.0,-18.0,71.0
2025-01-01 09:38:43,AAPL,130.53,189.66,164.14,177.01,114.16,130.57,189.67,164.16,177.04,114.19,13,30,25,85,60,59,85,28,58,20,488,0.65,-73.0,-64.0,4.0,32.0,-27.0
2025-01-01 09:38:44,AAPL,118.89,170.11,129.06,129.75,129.63,118.93,170.13000000000002,129.07,129.79,129.65,34,63,78,48,23,84,13,47,44,32,253,-0.73,-25.0,72.0,-19.0,14.0,-37.0
2025-01-01 09:38:45,AAPL,115.09,179.27,188.76,128.3,143.8,115.11,179.28,188.8,128.34,143.82000000000002,33,31,90,21,36,65,4,68,90,4,620,0.43,19.0,-32.0,12.0,-46.0,13.0
2025-01-01 09:38:46,AAPL,172.16,128.24,183.53,131.68,172.51,172.17,128.26000000000002,183.55,131.71,172.54999999999998,7,51,65,9,82,45,47,67,24,92,365,-0.98,-26.0,-43.0,1.0,-12.0,46.0
2025-01-01 09:38:47,AAPL,175.3,110.64,108.23,100.27,143.26,175.33,110.68,108.25,100.31,143.28,92,69,49,39,2,39,21,40,82,54,851,0.96,85.0,26.0,27.0,-58.0,38.0
2025-01-01 09:38:48,AAPL,154.55,195.01,117.94,102.54,103.94,154.58,195.02,117.99,102.56,103.96,81,81,61,75,84,10,29,48,98,81,601,-0.21,29.0,12.0,12.0,36.0,-27.0
2025-01-01 09:38:49,AAPL,132.23,161.04,193.91,167.17,107.47,132.26,161.09,193.92,167.22,107.52,87,58,52,29,35,75,48,33,75,73,689,0.55,-65.0,-19.0,-9.0,-46.0,-49.0
2025-01-01 09:38:50,AAPL,103.38,159.32,118.67,134.59,134.8,103.41,159.34,118.68,134.61,134.81,76,40,19,47,65,67,91,18,50,30,481,0.29,8.0,-43.0,15.0,25.0,30.0
2025-01-01 09:38:51,AAPL,182.67,110.69,150.48,169.71,158.68,182.71,110.7,150.51999999999998,169.74,158.71,90,33,26,90,40,65,59,15,1,11,154,-0.88,14.0,32.0,7.0,43.0,-25.0
2025-01-01 09:38:52,AAPL,105.13,138.02,133.72,171.79,174.28,105.14,138.04000000000002,133.74,171.82,174.3,85,77,18,58,60,88,27,68,22,24,651,0.32,-23.0,44.0,-53.0,-32.0,20.0
2025-01-01 09:38:53,AAPL,144.59,122.47,172.69,170.79,115.33,144.64,122.48,172.7,170.81,115.38,68,39,24,34,61,41,5,79,50,4,662,-0.51,-17.0,22.0,6.0,-28.0,20.0
2025-01-01 09:38:54,AAPL,115.26,185.92,146.75,140.42,144.95,115.31,185.96,146.79,140.44,144.97,24,39,21,94,47,48,13,3,32,35,886,0.19,-7.0,0.0,76.0,18.0,-14.0
2025-01-01 09:38:55,AAPL,187.22,104.76,138.55,115.82,169.54,187.23,104.8,138.57000000000002,115.84,169.59,77,42,83,40,50,35,24,88,17,40,301,-0.81,53.0,-11.0,-85.0,15.0,3.0
2025-01-01 09:38:56,AAPL,150.79,116.22,141.63,183.3,198.72,150.81,116.25,141.66,183.35,198.75,79,24,90,47,53,39,67,66,6,21,172,-0.49,-4.0,-18.0,7.0,7.0,3.0
2025-01-01 09:38:57,AAPL,126.26,103.93,130.54,174.46,104.75,126.28,103.97,130.57999999999998,174.49,104.79,77,26,86,21,2,47,30,27,71,20,661,-0.35,-8.0,37.0,39.0,-65.0,1.0
2025-01-01 09:38:58,AAPL,172.16,107.47,191.44,102.06,196.24,172.19,107.5,191.46,102.07,196.26,35,14,67,13,47,50,78,85,26,3,790,-0.54,-42.0,-12.0,-19.0,45.0,45.0
2025-01-01 09:38:59,AAPL,174.35,153.2,180.9,178.07,121.5,174.39,153.23999999999998,180.92,178.09,121.51,10,24,61,18,86,9,17,58,13,50,968,-0.97,-25.0,10.0,27.0,5.0,-47.0
2025-01-01 09:39:00,AAPL,173.39,107.36,162.91,179.3,113.26,173.42,107.4,162.93,179.32000000000002,113.28,57,26,6,16,60,12,75,3,63,64,840,0.49,-3.0,-58.0,55.0,-2.0,-14.0
2025-01-01 09:39:01,AAPL,160.46,168.64,101.84,131.18,163.78,160.47,168.64999999999998,101.88,131.22,163.8,42,64,54,78,77,71,76,37,4,2,326,0.56,-59.0,38.0,-34.0,59.0,17.0
2025-01-01 09:39:02,AAPL,157.52,198.53,124.75,107.97,106.99,157.56,198.58,124.76,108.01,107.03,15,66,75,11,8,55,96,6,53,20,454,-0.05,16.0,2.0,21.0,-49.0,-18.0
2025-01-01 09:39:03,AAPL,182.26,127.14,118.52,168.13,153.34,182.29,127.16,118.53,168.16,153.35,37,44,9,58,20,92,50,20,36,27,899,-1.0,22.0,46.0,-14.0,47.0,12.0
2025-01-01 09:39:04,AAPL,107.88,176.3,158.46,103.81,148.81,107.92,176.34,158.51000000000002,103.83,148.83,65,78,73,94,24,4,78,89,68,25,301,-0.39,88.0,34.0,64.0,-32.0,2.0
2025-01-01 09:39:05,AAPL,125.65,159.38,101.57,125.96,166.14,125.66,159.39,101.59,126.01,166.17999999999998,25,67,90,4,79,96,93,74,85,16,502,0.96,-40.0,-15.0,15.0,-90.0,55.0
2025-01-01 09:39:06,AAPL,188.22,157.49,139.8,136.44,101.21,188.24,157.53,139.83,136.49,101.22,13,65,16,86,64,32,80,51,79,58,273,-0.41,-12.0,13.0,-74.0,82.0,-42.0
2025-01-01 09:39:07,AAPL,171.02,111.54,140.68,184.8,136.77,171.05,111.57,140.72,184.85,136.78,71,46,47,79,38,21,14,2,72,70,968,-0.27,11.0,66.0,31.0,-7.0,-26.0
2025-01-01 09:39:08,AAPL,155.96,166.55,197.83,172.84,164.37,155.98000000000002,166.56,197.85,172.88,164.39,57,83,38,32,86,66,77,87,25,92,558,0.44,-45.0,37.0,-9.0,47.0,48.0
2025-01-01 09:39:09,AAPL,155.48,142.29,156.58,136.55,193.61,155.48999999999998,142.32999999999998,156.63000000000002,136.59,193.63,87,48,61,12,78,56,18,27,28,82,179,0.59,10.0,59.0,60.0,-3.0,-8.0
2025-01-01 09:39:10,AAPL,196.89,157.33,122.02,186.22,174.27,196.92,157.36,122.05,186.27,174.29000000000002,67,57,54,16,62,84,96,56,23,17,563,-0.81,-20.0,9.0,-29.0,4.0,65.0
2025-01-01 09:39:11,AAPL,160.64,145.15,193.85,112.25,121.2,160.64999999999998,145.18,193.87,112.29,121.23,57,58,91,99,16,28,98,1,41,48,519,0.65,56.0,-2.0,37.0,-18.0,-31.0
2025-01-01 09:39:12,AAPL,110.3,122.74,100.31,130.35,110.86,110.33,122.78,100.35,130.39,110.91,93,32,56,24,13,20,79,56,53,68,793,0.83,8.0,19.0,-55.0,-75.0,-20.0
2025-01-01 09:39:13,AAPL,147.03,156.92,192.81,153.03,135.36,147.07,156.95,192.83,153.07,135.4,41,52,83,82,49,27,6,74,66,24,521,-0.28,-52.0,20.0,27.0,58.0,36.0
2025-01-01 09:39:14,AAPL,173.76,159.97,117.76,130.37,133.68,173.79,160.01,117.81,130.41,133.72,98,35,34,86,31,87,19,68,24,84,522,-0.38,57.0,-17.0,6.0,42.0,-60.0
2025-01-01 09:39:15,AAPL,190.98,187.04,155.82,132.48,129.34,190.99,187.08,155.85,132.5,129.37,29,70,17,81,14,24,57,50,57,61,971,0.37,-69.0,35.0,-17.0,-5.0,23.0
2025-01-01 09:39:16,AAPL,174.27,117.99,191.44,175.11,193.34,174.29000000000002,118.04,191.46,175.12,193.38,22,4,81,72,46,59,34,11,31,11,219,-0.99,-35.0,23.0,64.0,-9.0,32.0
2025-01-01 09:39:17,AAPL,124.01,110.08,126.02,117.7,102.85,124.06,110.09,126.06,117.72,102.9,87,76,91,22,96,27,64,2,97,26,319,-0.58,32.0,-30.0,9.0,-66.0,-15.0
2025-01-01 09:39:18,AAPL,131.12,177.0,186.68,151.92,199.32,131.13,177.02,186.71,151.95,199.33,35,39,92,51,4,80,77,84,51,5,922,-0.18,-52.0,-37.0,1.0,29.0,-92.0
2025-01-01 09:39:19,AAPL,152.49,147.71,144.76,177.52,152.68,152.51000000000002,147.73000000000002,144.76999999999998,177.55,152.70000000000002,79,45,13,16,86,84,13,20,66,99,914,0.64,44.0,64.0,64.0,-35.0,-94.0
