timestamp,stock,volume,price_change
2025-01-01 09:39:30,AAPL,454,0.91
2025-01-01 09:39:31,AAPL,508,-0.78
2025-01-01 09:39:32,AAPL,891,-0.44
2025-01-01 09:39:33,AAPL,944,0.11
2025-01-01 09:39:34,AAPL,695,-0.43
2025-01-01 09:39:35,AAPL,201,0.31
2025-01-01 09:39:36,AAPL,658,0.27
2025-01-01 09:39:37,AAPL,683,0.9
2025-01-01 09:39:38,AAPL,274,0.13
2025-01-01 09:39:39,AAPL,167,-0.69
2025-01-01 09:39:40,AAPL,572,0.35
2025-01-01 09:39:41,AAPL,665,0.39
2025-01-01 09:39:42,AAPL,768,-0.17
2025-01-01 09:39:43,AAPL,854,-0.87
2025-01-01 09:39:44,AAPL,784,0.41
2025-01-01 09:39:45,AAPL,598,0.92
2025-01-01 09:39:46,AAPL,901,-0.96
2025-01-01 09:39:47,AAPL,411,0.8
2025-01-01 09:39:48,AAPL,300,0.72
2025-01-01 09:39:49,AAPL,674,-0.49
2025-01-01 09:39:50,AAPL,821,0.16
2025-01-01 09:39:51,AAPL,652,-0.06
2025-01-01 09:39:52,AAPL,682,-0.99
2025-01-01 09:39:53,AAPL,852,-0.12
2025-01-01 09:39:54,AAPL,277,-0.9
2025-01-01 09:39:55,AAPL,899,0.9
2025-01-01 09:39:56,AAPL,750,-0.71
2025-01-01 09:39:57,AAPL,893,-0.63
2025-01-01 09:39:58,AAPL,449,-0.46
2025-01-01 09:39:59,AAPL,672,-0.25
2025-01-01 09:40:00,AAPL,407,0.29
2025-01-01 09:40:01,AAPL,158,-0.63
2025-01-01 09:40:02,AAPL,691,0.17
2025-01-01 09:40:03,AAPL,116,-0.14
2025-01-01 09:40:04,AAPL,704,0.11
2025-01-01 09:40:05,AAPL,827,0.34
2025-01-01 09:40:06,AAPL,241,-0.07
2025-01-01 09:40:07,AAPL,952,0.18
2025-01-01 09:40:08,AAPL,430,0.89
2025-01-01 09:40:09,AAPL,566,-0.68
2025-01-01 09:40:10,AAPL,937,0.32
2025-01-01 09:40:11,AAPL,161,0.35
2025-01-01 09:40:12,AAPL,935,-0.7
2025-01-01 09:40:13,AAPL,906,0.43
2025-01-01 09:40:14,AAPL,564,-0.46
2025-01-01 09:40:15,AAPL,810,-0.74
2025-01-01 09:40:16,AAPL,168,0.46
2025-01-01 09:40:17,AAPL,112,0.63
2025-01-01 09:40:18,AAPL,430,-0.35
2025-01-01 09:40:19,AAPL,716,-0.96
2025-01-01 09:40:20,AAPL,824,-0.87
2025-01-01 09:40:21,AAPL,310,-0.82
2025-01-01 09:40:22,AAPL,385,0.52
2025-01-01 09:40:23,AAPL,884,-0.15
2025-01-01 09:40:24,AAPL,739,-0.44
2025-01-01 09:40:25,AAPL,606,0.79
2025-01-01 09:40:26,AAPL,618,0.52
2025-01-01 09:40:27,AAPL,980,-0.38
2025-01-01 09:40:28,AAPL,134,0.2
2025-01-01 09:40:29,AAPL,416,-0.32
2025-01-01 09:40:30,AAPL,776,-0.21
2025-01-01 09:40:31,AAPL,548,-0.3
2025-01-01 09:40:32,AAPL,664,-0.3
2025-01-01 09:40:33,AAPL,268,-0.16
2025-01-01 09:40:34,AAPL,184,-0.48
2025-01-01 09:40:35,AAPL,985,0.57
2025-01-01 09:40:36,AAPL,639,-0.39
2025-01-01 09:40:37,AAPL,909,-0.63
2025-01-01 09:40:38,AAPL,796,-0.17
2025-01-01 09:40:39,AAPL,378,-0.92
2025-01-01 09:40:40,AAPL,603,0.11
2025-01-01 09:40:41,AAPL,983,-0.15
2025-01-01 09:40:42,AAPL,473,-0.91
2025-01-01 09:40:43,AAPL,641,-0.95
2025-01-01 09:40:44,AAPL,794,0.85
2025-01-01 09:40:45,AAPL,419,-0.39
2025-01-01 09:40:46,AAPL,100,-0.96
2025-01-01 09:40:47,AAPL,704,0.78
2025-01-01 09:40:48,AAPL,830,-0.53
2025-01-01 09:40:49,AAPL,648,0.14
2025-01-01 09:40:50,AAPL,506,-0.49
2025-01-01 09:40:51,AAPL,792,-0.61
2025-01-01 09:40:52,AAPL,950,0.99
2025-01-01 09:40:53,AAPL,464,-0.85
2025-01-01 09:40:54,AAPL,463,-0.56
2025-01-01 09:40:55,AAPL,205,0.35
2025-01-01 09:40:56,AAPL,816,0.14
2025-01-01 09:40:57,AAPL,961,-0.8
2025-01-01 09:40:58,AAPL,477,0.8
2025-01-01 09:40:59,AAPL,701,0.97
2025-01-01 09:41:00,AAPL,439,-0.4
2025-01-01 09:41:01,AAPL,534,0.99
2025-01-01 09:41:02,AAPL,487,-0.8
2025-01-01 09:41:03,AAPL,702,-0.52
2025-01-01 09:41:04,AAPL,898,0.83
2025-01-01 09:41:05,AAPL,936,0.39
2025-01-01 09:41:06,AAPL,419,-0.39
2025-01-01 09:41:07,AAPL,147,-0.58
2025-01-01 09:41:08,AAPL,353,-0.94
2025-01-01 09:41:09,AAPL,472,-0.78
2025-01-01 09:41:10,AAPL,614,0.95
2025-01-01 09:41:11,AAPL,582,-0.42
2025-01-01 09:41:12,AAPL,287,-0.94
2025-01-01 09:41:13,AAPL,913,0.52
2025-01-01 09:41:14,AAPL,255,0.22
2025-01-01 09:41:15,AAPL,895,-0.97
2025-01-01 09:41:16,AAPL,688,-0.15
2025-01-01 09:41:17,AAPL,633,0.18
2025-01-01 09:41:18,AAPL,614,0.04
2025-01-01 09:41:19,AAPL,572,-0.65
2025-01-01 09:41:20,AAPL,924,0.3
2025-01-01 09:41:21,AAPL,402,0.22
2025-01-01 09:41:22,AAPL,301,0.56
2025-01-01 09:41:23,AAPL,478,-0.06
2025-01-01 09:41:24,AAPL,181,-0.14
2025-01-01 09:41:25,AAPL,859,0.0
2025-01-01 09:41:26,AAPL,810,-0.01
2025-01-01 09:41:27,AAPL,468,-0.67
2025-01-01 09:41:28,AAPL,317,0.92
2025-01-01 09:41:29,AAPL,279,0.31
2025-01-01 09:41:30,AAPL,580,0.04
2025-01-01 09:41:31,AAPL,396,-0.99
2025-01-01 09:41:32,AAPL,518,-0.41
2025-01-01 09:41:33,AAPL,330,0.71
2025-01-01 09:41:34,AAPL,497,0.53
2025-01-01 09:41:35,AAPL,984,-0.86
2025-01-01 09:41:36,AAPL,307,-0.19
2025-01-01 09:41:37,AAPL,858,-0.03
2025-01-01 09:41:38,AAPL,797,-0.43
2025-01-01 09:41:39,AAPL,358,-0.86
2025-01-01 09:41:40,AAPL,918,0.21
2025-01-01 09:41:41,AAPL,647,-0.52
2025-01-01 09:41:42,AAPL,295,0.53
2025-01-01 09:41:43,AAPL,850,0.59
2025-01-01 09:41:44,AAPL,504,-0.67
2025-01-01 09:41:45,AAPL,683,0.87
2025-01-01 09:41:46,AAPL,461,0.83
2025-01-01 09:41:47,AAPL,454,0.12
2025-01-01 09:41:48,AAPL,996,-0.78
2025-01-01 09:41:49,AAPL,623,-0.48
2025-01-01 09:41:50,AAPL,120,-0.22
2025-01-01 09:41:51,AAPL,784,0.49
2025-01-01 09:41:52,AAPL,478,-0.17
2025-01-01 09:41:53,AAPL,254,-0.62
2025-01-01 09:41:54,AAPL,298,0.25
2025-01-01 09:41:55,AAPL,399,0.05
2025-01-01 09:41:56,AAPL,511,0.96
2025-01-01 09:41:57,AAPL,956,0.15
2025-01-01 09:41:58,AAPL,827,0.04
2025-01-01 09:41:59,AAPL,408,0.39
2025-01-01 09:42:00,AAPL,101,-0.53
2025-01-01 09:42:01,AAPL,409,-0.11
2025-01-01 09:42:02,AAPL,515,0.14
2025-01-01 09:42:03,AAPL,185,-0.17
2025-01-01 09:42:04,AAPL,723,-0.27
2025-01-01 09:42:05,AAPL,182,0.17
2025-01-01 09:42:06,AAPL,543,-0.8
2025-01-01 09:42:07,AAPL,433,0.95
2025-01-01 09:42:08,AAPL,298,0.89
2025-01-01 09:42:09,AAPL,993,-0.96
2025-01-01 09:42:10,AAPL,993,0.02
2025-01-01 09:42:11,AAPL,852,-0.36
2025-01-01 09:42:12,AAPL,649,-0.3
2025-01-01 09:42:13,AAPL,742,0.49
2025-01-01 09:42:14,AAPL,341,-0.07
2025-01-01 09:42:15,AAPL,965,-0.71
2025-01-01 09:42:16,AAPL,314,-0.32
2025-01-01 09:42:17,AAPL,913,0.72
2025-01-01 09:42:18,AAPL,891,0.13
2025-01-01 09:42:19,AAPL,921,0.27
2025-01-01 09:42:20,AAPL,829,-0.11
2025-01-01 09:42:21,AAPL,940,-0.91
2025-01-01 09:42:22,AAPL,667,0.18
2025-01-01 09:42:23,AAPL,378,0.94
2025-01-01 09:42:24,AAPL,592,0.45
2025-01-01 09:42:25,AAPL,849,0.58
2025-01-01 09:42:26,AAPL,540,0.12
2025-01-01 09:42:27,AAPL,433,-0.09
2025-01-01 09:42:28,AAPL,325,-0.11
2025-01-01 09:42:29,AAPL,166,0.56
2025-01-01 09:42:30,AAPL,346,0.01
2025-01-01 09:42:31,AAPL,908,-0.49
2025-01-01 09:42:32,AAPL,180,-0.25
2025-01-01 09:42:33,AAPL,836,-0.57
2025-01-01 09:42:34,AAPL,847,-0.71
2025-01-01 09:42:35,AAPL,780,-0.68
2025-01-01 09:42:36,AAPL,242,0.77
2025-01-01 09:42:37,AAPL,938,0.58
2025-01-01 09:42:38,AAPL,915,-0.01
2025-01-01 09:42:39,AAPL,578,0.55
2025-01-01 09:42:40,AAPL,255,0.78
2025-01-01 09:42:41,AAPL,798,-0.01
2025-01-01 09:42:42,AAPL,720,-0.38
2025-01-01 09:42:43,AAPL,316,-0.36
2025-01-01 09:42:44,AAPL,803,0.72
2025-01-01 09:42:45,AAPL,808,-0.02
2025-01-01 09:42:46,AAPL,529,-0.48
2025-01-01 09:42:47,AAPL,225,-0.22
2025-01-01 09:42:48,AAPL,108,0.28
2025-01-01 09:42:49,AAPL,699,0.47
2025-01-01 09:42:50,AAPL,900,-0.43
2025-01-01 09:42:51,AAPL,151,0.03
2025-01-01 09:42:52,AAPL,124,0.86
2025-01-01 09:42:53,AAPL,702,-0.72
2025-01-01 09:42:54,AAPL,113,-0.28
2025-01-01 09:42:55,AAPL,899,0.92
2025-01-01 09:42:56,AAPL,715,0.17
2025-01-01 09:42:57,AAPL,811,-0.43
2025-01-01 09:42:58,AAPL,729,0.01
2025-01-01 09:42:59,AAPL,827,-0.11
2025-01-01 09:43:00,AAPL,936,-0.18
2025-01-01 09:43:01,AAPL,232,0.12
2025-01-01 09:43:02,AAPL,229,0.21
2025-01-01 09:43:03,AAPL,564,-0.16
2025-01-01 09:43:04,AAPL,758,-0.78
2025-01-01 09:43:05,AAPL,308,-0.57
2025-01-01 09:43:06,AAPL,905,0.27
2025-01-01 09:43:07,AAPL,757,-0.01
2025-01-01 09:43:08,AAPL,407,0.2
2025-01-01 09:43:09,AAPL,708,0.45
2025-01-01 09:43:10,AAPL,124,0.72
2025-01-01 09:43:11,AAPL,611,-0.7
2025-01-01 09:43:12,AAPL,342,-0.4
2025-01-01 09:43:13,AAPL,938,0.4
2025-01-01 09:43:14,AAPL,786,-0.57
2025-01-01 09:43:15,AAPL,602,-0.52
2025-01-01 09:43:16,AAPL,763,-0.41
2025-01-01 09:43:17,AAPL,109,-0.7
2025-01-01 09:43:18,AAPL,146,-0.07
2025-01-01 09:43:19,AAPL,779,-0.4
2025-01-01 09:43:20,AAPL,288,-0.92
2025-01-01 09:43:21,AAPL,854,-0.61
2025-01-01 09:43:22,AAPL,846,0.31
2025-01-01 09:43:23,AAPL,578,0.06
2025-01-01 09:43:24,AAPL,553,0.03
2025-01-01 09:43:25,AAPL,851,-0.53
2025-01-01 09:43:26,AAPL,630,0.98
2025-01-01 09:43:27,AAPL,624,-0.07
2025-01-01 09:43:28,AAPL,598,0.05
2025-01-01 09:43:29,AAPL,837,-0.3
2025-01-01 09:43:30,AAPL,238,0.28
2025-01-01 09:43:31,AAPL,257,-0.8
2025-01-01 09:43:32,AAPL,801,-0.37
2025-01-01 09:43:33,AAPL,650,0.73
2025-01-01 09:43:34,AAPL,527,-0.05
2025-01-01 09:43:35,AAPL,864,0.58
2025-01-01 09:43:36,AAPL,790,-0.68
2025-01-01 09:43:37,AAPL,509,0.62
2025-01-01 09:43:38,AAPL,913,-0.69
2025-01-01 09:43:39,AAPL,886,-0.79
2025-01-01 09:43:40,AAPL,240,0.1
2025-01-01 09:43:41,AAPL,811,-0.11
2025-01-01 09:43:42,AAPL,220,-0.62
2025-01-01 09:43:43,AAPL,883,0.51
2025-01-01 09:43:44,AAPL,577,0.03
2025-01-01 09:43:45,AAPL,633,0.0
2025-01-01 09:43:46,AAPL,120,-0.5
2025-01-01 09:43:47,AAPL,710,-0.59
2025-01-01 09:43:48,AAPL,133,-0.42
2025-01-01 09:43:49,AAPL,689,0.14
2025-01-01 09:43:50,AAPL,675,-0.75
2025-01-01 09:43:51,AAPL,479,0.07
2025-01-01 09:43:52,AAPL,252,0.48
2025-01-01 09:43:53,AAPL,557,-0.9
2025-01-01 09:43:54,AAPL,123,0.02
2025-01-01 09:43:55,AAPL,830,0.84
2025-01-01 09:43:56,AAPL,666,0.26
2025-01-01 09:43:57,AAPL,557,-0.03
2025-01-01 09:43:58,AAPL,275,-0.75
2025-01-01 09:43:59,AAPL,752,-0.55
2025-01-01 09:44:00,AAPL,807,-0.12
2025-01-01 09:44:01,AAPL,288,0.96
2025-01-01 09:44:02,AAPL,152,-0.33
2025-01-01 09:44:03,AAPL,403,0.54
2025-01-01 09:44:04,AAPL,257,0.13
2025-01-01 09:44:05,AAPL,931,-0.58
2025-01-01 09:44:06,AAPL,887,-0.07
2025-01-01 09:44:07,AAPL,408,-0.61
2025-01-01 09:44:08,AAPL,255,0.59
2025-01-01 09:44:09,AAPL,545,0.39
2025-01-01 09:44:10,AAPL,552,0.31
2025-01-01 09:44:11,AAPL,724,0.49
2025-01-01 09:44:12,AAPL,315,-0.06
2025-01-01 09:44:13,AAPL,425,0.06
2025-01-01 09:44:14,AAPL,796,-0.2
2025-01-01 09:44:15,AAPL,301,0.11
2025-01-01 09:44:16,AAPL,301,0.77
2025-01-01 09:44:17,AAPL,597,-0.43
2025-01-01 09:44:18,AAPL,166,-0.12
2025-01-01 09:44:19,AAPL,243,0.94
2025-01-01 09:44:20,AAPL,348,-0.81
2025-01-01 09:44:21,AAPL,502,0.18
2025-01-01 09:44:22,AAPL,206,-0.99
2025-01-01 09:44:23,AAPL,675,0.84
2025-01-01 09:44:24,AAPL,164,0.55
2025-01-01 09:44:25,AAPL,250,0.14
2025-01-01 09:44:26,AAPL,109,-0.94
2025-01-01 09:44:27,AAPL,533,0.37
2025-01-01 09:44:28,AAPL,600,0.68
2025-01-01 09:44:29,AAPL,524,-0.59
2025-01-01 09:44:30,AAPL,292,-0.78
2025-01-01 09:44:31,AAPL,209,0.83
2025-01-01 09:44:32,AAPL,915,0.7
2025-01-01 09:44:33,AAPL,401,0.19
2025-01-01 09:44:34,AAPL,305,0.85
2025-01-01 09:44:35,AAPL,690,-0.92
2025-01-01 09:44:36,AAPL,618,-0.1
2025-01-01 09:44:37,AAPL,554,-0.22
2025-01-01 09:44:38,AAPL,384,0.24
2025-01-01 09:44:39,AAPL,979,0.82
2025-01-01 09:44:40,AAPL,820,-0.01
2025-01-01 09:44:41,AAPL,822,-0.77
2025-01-01 09:44:42,AAPL,153,-0.08
2025-01-01 09:44:43,AAPL,529,0.19
2025-01-01 09:44:44,AAPL,676,-0.51
2025-01-01 09:44:45,AAPL,508,0.72
2025-01-01 09:44:46,AAPL,213,0.09
2025-01-01 09:44:47,AAPL,397,-0.62
2025-01-01 09:44:48,AAPL,905,-0.29
2025-01-01 09:44:49,AAPL,348,0.49
2025-01-01 09:44:50,AAPL,672,0.67
2025-01-01 09:44:51,AAPL,389,-0.24
2025-01-01 09:44:52,AAPL,307,0.8
2025-01-01 09:44:53,AAPL,815,-0.87
2025-01-01 09:44:54,AAPL,832,0.42
2025-01-01 09:44:55,AAPL,971,0.7
2025-01-01 09:44:56,AAPL,283,0.41
2025-01-01 09:44:57,AAPL,504,0.79
2025-01-01 09:44:58,AAPL,461,-0.6
2025-01-01 09:44:59,AAPL,723,-0.1
2025-01-01 09:45:00,AAPL,101,0.07
2025-01-01 09:45:01,AAPL,591,-0.92
2025-01-01 09:45:02,AAPL,682,0.22
2025-01-01 09:45:03,AAPL,864,-0.37
2025-01-01 09:45:04,AAPL,129,0.13
2025-01-01 09:45:05,AAPL,904,0.61
2025-01-01 09:45:06,AAPL,399,0.77
2025-01-01 09:45:07,AAPL,747,0.81
2025-01-01 09:45:08,AAPL,931,-0.19
2025-01-01 09:45:09,AAPL,212,-0.93
2025-01-01 09:45:10,AAPL,652,0.06
2025-01-01 09:45:11,AAPL,632,-0.75
2025-01-01 09:45:12,AAPL,797,0.42
2025-01-01 09:45:13,AAPL,156,-0.42
2025-01-01 09:45:14,AAPL,287,0.72
2025-01-01 09:45:15,AAPL,968,0.16
2025-01-01 09:45:16,AAPL,621,-0.24
2025-01-01 09:45:17,AAPL,174,0.6
2025-01-01 09:45:18,AAPL,292,-0.78
2025-01-01 09:45:19,AAPL,694,-0.21
2025-01-01 09:45:20,AAPL,717,0.28
2025-01-01 09:45:21,AAPL,745,-0.56
2025-01-01 09:45:22,AAPL,206,0.9
2025-01-01 09:45:23,AAPL,944,-0.62
2025-01-01 09:45:24,AAPL,281,-0.72
2025-01-01 09:45:25,AAPL,333,0.24
2025-01-01 09:45:26,AAPL,861,0.67
2025-01-01 09:45:27,AAPL,203,-0.21
2025-01-01 09:45:28,AAPL,706,0.33
2025-01-01 09:45:29,AAPL,821,-0.09
2025-01-01 09:45:30,AAPL,208,0.28
2025-01-01 09:45:31,AAPL,429,-0.02
2025-01-01 09:45:32,AAPL,670,0.79
2025-01-01 09:45:33,AAPL,927,0.03
2025-01-01 09:45:34,AAPL,851,0.9
2025-01-01 09:45:35,AAPL,504,-0.84
2025-01-01 09:45:36,AAPL,625,-0.84
2025-01-01 09:45:37,AAPL,117,-0.24
2025-01-01 09:45:38,AAPL,714,0.62
2025-01-01 09:45:39,AAPL,649,0.69
2025-01-01 09:45:40,AAPL,174,-0.86
2025-01-01 09:45:41,AAPL,391,0.49
2025-01-01 09:45:42,AAPL,405,0.94
2025-01-01 09:45:43,AAPL,614,0.6
2025-01-01 09:45:44,AAPL,197,0.24
2025-01-01 09:45:45,AAPL,429,-0.24
2025-01-01 09:45:46,AAPL,469,0.71
2025-01-01 09:45:47,AAPL,131,0.15
2025-01-01 09:45:48,AAPL,158,-0.98
2025-01-01 09:45:49,AAPL,129,0.29
2025-01-01 09:45:50,AAPL,653,0.26
2025-01-01 09:45:51,AAPL,416,-0.83
2025-01-01 09:45:52,AAPL,513,-0.25
2025-01-01 09:45:53,AAPL,118,-0.09
2025-01-01 09:45:54,AAPL,918,0.55
2025-01-01 09:45:55,AAPL,262,-0.39
2025-01-01 09:45:56,AAPL,697,0.05
2025-01-01 09:45:57,AAPL,641,0.19
2025-01-01 09:45:58,AAPL,752,-0.69
2025-01-01 09:45:59,AAPL,573,0.62
2025-01-01 09:46:00,AAPL,126,-0.64
2025-01-01 09:46:01,AAPL,627,-0.6
2025-01-01 09:46:02,AAPL,456,0.19
2025-01-01 09:46:03,AAPL,459,-0.3
2025-01-01 09:46:04,AAPL,911,-0.12
2025-01-01 09:46:05,AAPL,909,-0.72
2025-01-01 09:46:06,AAPL,474,0.51
2025-01-01 09:46:07,AAPL,631,0.96
2025-01-01 09:46:08,AAPL,538,0.97
2025-01-01 09:46:09,AAPL,318,-0.84
2025-01-01 09:46:10,AAPL,922,-0.69
2025-01-01 09:46:11,AAPL,681,0.56
2025-01-01 09:46:12,AAPL,487,-0.14
2025-01-01 09:46:13,AAPL,522,0.36
2025-01-01 09:46:14,AAPL,737,-0.33
2025-01-01 09:46:15,AAPL,307,0.2
2025-01-01 09:46:16,AAPL,779,0.38
2025-01-01 09:46:17,AAPL,757,-0.94
2025-01-01 09:46:18,AAPL,360,0.56
2025-01-01 09:46:19,AAPL,828,-0.28
2025-01-01 09:46:20,AAPL,392,-0.66
2025-01-01 09:46:21,AAPL,915,-0.88
2025-01-01 09:46:22,AAPL,792,0.01
2025-01-01 09:46:23,AAPL,680,-0.3
2025-01-01 09:46:24,AAPL,860,-0.68
2025-01-01 09:46:25,AAPL,829,-0.81
2025-01-01 09:46:26,AAPL,281,-0.33
2025-01-01 09:46:27,AAPL,244,-0.19
2025-01-01 09:46:28,AAPL,390,0.23
2025-01-01 09:46:29,AAPL,755,0.8
2025-01-01 09:46:30,AAPL,388,0.34
2025-01-01 09:46:31,AAPL,436,0.91
2025-01-01 09:46:32,AAPL,576,-0.98
2025-01-01 09:46:33,AAPL,829,-0.42
2025-01-01 09:46:34,AAPL,331,-0.42
2025-01-01 09:46:35,AAPL,141,0.03
2025-01-01 09:46:36,AAPL,943,0.39
2025-01-01 09:46:37,AAPL,118,-0.94
2025-01-01 09:46:38,AAPL,295,-0.26
2025-01-01 09:46:39,AAPL,918,0.28
2025-01-01 09:30:00,MSFT,462,-0.41
2025-01-01 09:30:01,MSFT,429,-0.2
2025-01-01 09:30:02,MSFT,630,0.86
2025-01-01 09:30:03,MSFT,118,-0.88
2025-01-01 09:30:04,MSFT,532,-0.61
2025-01-01 09:30:05,MSFT,549,-0.89
2025-01-01 09:30:06,MSFT,812,0.07
2025-01-01 09:30:07,MSFT,822,0.78
2025-01-01 09:30:08,MSFT,717,-0.01
2025-01-01 09:30:09,MSFT,571,-0.35
2025-01-01 09:30:10,MSFT,817,0.36
2025-01-01 09:30:11,MSFT,318,-0.92
2025-01-01 09:30:12,MSFT,551,-0.08
2025-01-01 09:30:13,MSFT,127,-0.23
2025-01-01 09:30:14,MSFT,496,-0.29
2025-01-01 09:30:15,MSFT,341,0.72
2025-01-01 09:30:16,MSFT,601,0.56
2025-01-01 09:30:17,MSFT,360,-0.1
2025-01-01 09:30:18,MSFT,313,0.48
2025-01-01 09:30:19,MSFT,399,-0.83
2025-01-01 09:30:20,MSFT,539,0.71
2025-01-01 09:30:21,MSFT,748,0.22
2025-01-01 09:30:22,MSFT,294,0.07
2025-01-01 09:30:23,MSFT,578,0.97
2025-01-01 09:30:24,MSFT,860,0.14
2025-01-01 09:30:25,MSFT,414,-0.46
2025-01-01 09:30:26,MSFT,374,0.9
2025-01-01 09:30:27,MSFT,362,0.15
2025-01-01 09:30:28,MSFT,885,0.02
2025-01-01 09:30:29,MSFT,839,0.09
2025-01-01 09:30:30,MSFT,241,-0.92
2025-01-01 09:30:31,MSFT,169,-0.91
2025-01-01 09:30:32,MSFT,138,0.5
2025-01-01 09:30:33,MSFT,647,0.52
2025-01-01 09:30:34,MSFT,805,-0.8
2025-01-01 09:30:35,MSFT,554,-0.03
2025-01-01 09:30:36,MSFT,145,-0.02
2025-01-01 09:30:37,MSFT,778,-0.62
2025-01-01 09:30:38,MSFT,912,0.48
2025-01-01 09:30:39,MSFT,628,-0.28
2025-01-01 09:30:40,MSFT,792,0.84
2025-01-01 09:30:41,MSFT,474,0.55
2025-01-01 09:30:42,MSFT,949,0.54
2025-01-01 09:30:43,MSFT,167,0.83
2025-01-01 09:30:44,MSFT,830,-0.82
2025-01-01 09:30:45,MSFT,605,0.24
2025-01-01 09:30:46,MSFT,532,0.76
2025-01-01 09:30:47,MSFT,149,0.52
2025-01-01 09:30:48,MSFT,805,-0.7
2025-01-01 09:30:49,MSFT,362,-0.18
2025-01-01 09:30:50,MSFT,442,0.34
2025-01-01 09:30:51,MSFT,747,-0.83
2025-01-01 09:30:52,MSFT,629,0.69
2025-01-01 09:30:53,MSFT,631,-0.73
2025-01-01 09:30:54,MSFT,902,-0.28
2025-01-01 09:30:55,MSFT,341,-0.95
2025-01-01 09:30:56,MSFT,446,0.51
2025-01-01 09:30:57,MSFT,572,-1.0
2025-01-01 09:30:58,MSFT,784,0.95
2025-01-01 09:30:59,MSFT,103,0.31
2025-01-01 09:31:00,MSFT,725,-0.21
2025-01-01 09:31:01,MSFT,879,0.19
2025-01-01 09:31:02,MSFT,227,-0.93
2025-01-01 09:31:03,MSFT,661,0.88
2025-01-01 09:31:04,MSFT,848,-0.53
2025-01-01 09:31:05,MSFT,671,-0.11
2025-01-01 09:31:06,MSFT,994,0.37
2025-01-01 09:31:07,MSFT,384,-0.1
2025-01-01 09:31:08,MSFT,435,-0.28
2025-01-01 09:31:09,MSFT,576,0.23
2025-01-01 09:31:10,MSFT,118,0.31
2025-01-01 09:31:11,MSFT,644,0.54
2025-01-01 09:31:12,MSFT,517,-0.48
2025-01-01 09:31:13,MSFT,941,-0.74
2025-01-01 09:31:14,MSFT,898,-0.99
2025-01-01 09:31:15,MSFT,897,-0.66
2025-01-01 09:31:16,MSFT,341,-0.58
2025-01-01 09:31:17,MSFT,746,0.22
2025-01-01 09:31:18,MSFT,615,0.14
2025-01-01 09:31:19,MSFT,844,0.67
2025-01-01 09:31:20,MSFT,923,-0.55
2025-01-01 09:31:21,MSFT,278,0.23
2025-01-01 09:31:22,MSFT,124,-0.75
2025-01-01 09:31:23,MSFT,358,1.0
2025-01-01 09:31:24,MSFT,505,0.69
2025-01-01 09:31:25,MSFT,480,0.29
2025-01-01 09:31:26,MSFT,673,0.48
2025-01-01 09:31:27,MSFT,832,-0.04
2025-01-01 09:31:28,MSFT,759,-0.36
2025-01-01 09:31:29,MSFT,771,1.0
2025-01-01 09:31:30,MSFT,484,0.05
2025-01-01 09:31:31,MSFT,795,-0.37
2025-01-01 09:31:32,MSFT,342,0.41
2025-01-01 09:31:33,MSFT,920,0.39
2025-01-01 09:31:34,MSFT,860,0.29
2025-01-01 09:31:35,MSFT,567,0.5
2025-01-01 09:31:36,MSFT,953,0.15
2025-01-01 09:31:37,MSFT,467,-0.82
2025-01-01 09:31:38,MSFT,362,0.76
2025-01-01 09:31:39,MSFT,535,0.8
2025-01-01 09:31:40,MSFT,908,0.11
2025-01-01 09:31:41,MSFT,956,0.02
2025-01-01 09:31:42,MSFT,422,0.14
2025-01-01 09:31:43,MSFT,722,0.91
2025-01-01 09:31:44,MSFT,371,-0.99
2025-01-01 09:31:45,MSFT,232,0.66
2025-01-01 09:31:46,MSFT,843,-0.8
2025-01-01 09:31:47,MSFT,993,0.83
2025-01-01 09:31:48,MSFT,743,-0.04
2025-01-01 09:31:49,MSFT,877,-0.83
2025-01-01 09:31:50,MSFT,962,-0.41
2025-01-01 09:31:51,MSFT,953,0.49
2025-01-01 09:31:52,MSFT,133,-0.95
2025-01-01 09:31:53,MSFT,161,-0.53
2025-01-01 09:31:54,MSFT,820,0.49
2025-01-01 09:31:55,MSFT,481,-0.06
2025-01-01 09:31:56,MSFT,954,-0.26
2025-01-01 09:31:57,MSFT,610,0.15
2025-01-01 09:31:58,MSFT,744,0.21
2025-01-01 09:31:59,MSFT,484,-0.01
2025-01-01 09:32:00,MSFT,289,-0.4
2025-01-01 09:32:01,MSFT,614,-0.93
2025-01-01 09:32:02,MSFT,554,0.61
2025-01-01 09:32:03,MSFT,461,0.67
2025-01-01 09:32:04,MSFT,506,0.72
2025-01-01 09:32:05,MSFT,639,-0.24
2025-01-01 09:32:06,MSFT,738,-0.67
2025-01-01 09:32:07,MSFT,703,0.36
2025-01-01 09:32:08,MSFT,623,0.52
2025-01-01 09:32:09,MSFT,776,-0.12
2025-01-01 09:32:10,MSFT,209,0.89
2025-01-01 09:32:11,MSFT,305,-0.45
2025-01-01 09:32:12,MSFT,892,-0.47
2025-01-01 09:32:13,MSFT,909,-0.58
2025-01-01 09:32:14,MSFT,497,0.62
2025-01-01 09:32:15,MSFT,848,-0.35
2025-01-01 09:32:16,MSFT,369,0.76
2025-01-01 09:32:17,MSFT,209,0.16
2025-01-01 09:32:18,MSFT,657,0.45
2025-01-01 09:32:19,MSFT,595,-0.39
